,global_id,PERIOD,WORK_NAME,NUM_ENTRANCE,ElevatorNumber,AdmArea,District,Address,UNOM,PLAN_DATE_START_year,PLAN_DATE_START_month,PLAN_DATE_START_day,PLAN_DATE_END_year,PLAN_DATE_END_month,PLAN_DATE_END_day,FACT_DATE_START_year,FACT_DATE_START_month,FACT_DATE_START_day,FACT_DATE_END_year,FACT_DATE_END_month,FACT_DATE_END_day,incident_name,source,external_create_date_year,external_create_date_month,external_create_date_day,done_date_year,done_date_month,done_date_day,close_date_year,close_date_month,close_date_day,build_year,ownership,reconst_year,project_series,floars,entrances,apartments,total_area,living_area,nonliving_area,construction_volume,depreciation_object,energyefficiency_class,wall_material,sign_building_failure,passenger_elevators,passenger_freight_elevators,roof_cleaning,COL_781,type_social_object,type_housing_stock,status_MKD,management_status_MKD,freight_elevators,reason_changing_status_MKD,category_MKD
10,353421,2022,remont_vnutridomovykh_inzhenernykh_sistem_gazosnabzheniia,0.0,0,vostochnyi_administrativnyi_okrug,novogireevo,zelionyi_prospekt_69,8403,2022,5,21,2022,9,30,2022,7,12,2022,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,355570,2022,remont_podezdov_napravlennyi_na_vosstanovlenie_ikh_nadlezhashchego_sostoianiia_i_provodimyi_pri_vypolnenii_inykh_rabot_po_kapitalnomu_remontu_obshchego_imushchestva_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,3_ia_rybinskaia_21,22291,2022,2,11,2022,6,10,2022,2,11,2022,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,347249,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,krasnoiarskaia_1,11723,2022,5,21,2022,9,30,2022,3,3,2022,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,347246,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,krasnoiarskaia_1,11723,2022,3,11,2022,7,10,2022,2,25,2022,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,347247,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,krasnoiarskaia_1,11723,2022,3,11,2022,7,10,2022,2,25,2022,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,347250,2022,remont_fasadov,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,krasnoiarskaia_1,11723,2022,4,1,2022,8,31,2022,4,25,2022,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,347248,2022,remont_kryshi,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,krasnoiarskaia_1,11723,2022,5,11,2022,9,30,2022,5,24,2022,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,347264,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,egerskaia_1,7376,2022,3,11,2022,7,10,2022,1,18,2022,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,347266,2022,remont_fasadov,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,egerskaia_1,7376,2022,4,1,2022,8,31,2022,5,19,2022,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,347267,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,egerskaia_1,7376,2022,5,21,2022,9,30,2022,4,4,2022,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,347265,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,egerskaia_1,7376,2022,4,21,2022,7,10,2022,5,4,2022,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,347269,2022,remont_vnutridomovykh_inzhenernykh_sistem_elektrosnabzheniia,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,2,21,2022,6,20,2022,2,16,2022,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,347270,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,2,21,2022,6,20,2022,1,26,2022,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,347274,2022,remont_podezdov_napravlennyi_na_vosstanovlenie_ikh_nadlezhashchego_sostoianiia_i_provodimyi_pri_vypolnenii_inykh_rabot_po_kapitalnomu_remontu_obshchego_imushchestva_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,5,21,2022,10,31,2022,5,2,2022,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,347273,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,5,21,2022,9,30,2022,2,21,2022,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,347271,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,4,21,2022,7,10,2022,4,22,2022,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,430917,2022,remont_musoroprovoda,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,2,21,2022,6,20,2022,2,21,2022,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,395107,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,krasnoiarskaia_1,11723,2022,4,21,2022,7,10,2022,5,4,2022,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,395106,2022,remont_vnutridomovykh_inzhenernykh_sistem_vodootvedeniia_kanalizatsii_vypuski_i_sbornye_truboprovody,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,krasnoiarskaia_1,11723,2022,3,11,2022,7,10,2022,2,3,2022,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,430910,2022,remont_kryshi,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,egerskaia_1,7376,2022,5,11,2022,8,31,2022,5,16,2022,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,430908,2022,remont_vnutridomovykh_inzhenernykh_sistem_vodootvedeniia_kanalizatsii_vypuski_i_sbornye_truboprovody,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,egerskaia_1,7376,2022,3,11,2022,7,10,2022,1,18,2022,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,430909,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,egerskaia_1,7376,2022,3,11,2022,7,10,2022,1,18,2022,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,430918,2022,zamena_okonnykh_blokov_raspolozhennykh_v_pomeshcheniiakh_obshchego_polzovaniia,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,4,1,2022,6,30,2022,4,1,2022,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,430915,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,2,21,2022,6,20,2022,1,26,2022,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,430916,2022,remont_vnutridomovykh_inzhenernykh_sistem_vodootvedeniia_kanalizatsii_vypuski_i_sbornye_truboprovody,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,cheliabinskaia_2,28391,2022,2,21,2022,6,20,2022,2,22,2022,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,347366,2022,remont_vnutridomovykh_inzhenernykh_sistem_elektrosnabzheniia,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,3,21,2022,7,20,2022,3,25,2022,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,347368,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,5,21,2022,9,30,2022,6,2,2022,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,347369,2022,remont_podezdov_napravlennyi_na_vosstanovlenie_ikh_nadlezhashchego_sostoianiia_i_provodimyi_pri_vypolnenii_inykh_rabot_po_kapitalnomu_remontu_obshchego_imushchestva_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,5,21,2022,10,31,2022,6,6,2022,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,347367,2022,remont_vnutridomovykh_inzhenernykh_sistem_vodootvedeniia_kanalizatsii_vypuski_i_sbornye_truboprovody,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,3,21,2022,7,20,2022,2,17,2022,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,361506,2022,zamena_okonnykh_blokov_raspolozhennykh_v_pomeshcheniiakh_obshchego_polzovaniia,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,4,1,2022,6,30,2022,5,20,2022,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,430949,2022,remont_musoroprovoda,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,3,21,2022,7,20,2022,4,4,2022,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,430946,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,3,21,2022,7,20,2022,3,25,2022,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,430947,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,4,21,2022,7,10,2022,5,17,2022,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,430948,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,svobodnyi_prospekt_11,22830,2022,3,21,2022,7,20,2022,3,25,2022,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,347420,2022,remont_vnutridomovykh_inzhenernykh_sistem_elektrosnabzheniia,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,3,11,2022,7,10,2022,2,18,2022,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,347421,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,3,11,2022,7,10,2022,2,3,2022,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,347423,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,5,21,2022,9,30,2022,3,14,2022,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,347425,2022,remont_fasadov,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,4,1,2022,8,31,2022,4,23,2022,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,347422,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,3,11,2022,7,10,2022,2,3,2022,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,430985,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_stoiaki,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,4,21,2022,8,20,2022,4,21,2022,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,430991,2022,remont_pozharnogo_vodoprovoda,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,3,11,2022,6,20,2022,2,21,2022,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,430983,2022,remont_vnutridomovykh_inzhenernykh_sistem_vodootvedeniia_kanalizatsii_vypuski_i_sbornye_truboprovody,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,3,11,2022,7,10,2022,1,27,2022,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,430986,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,4,21,2022,7,10,2022,4,1,2022,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,430987,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_stoiaki,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,4,21,2022,8,20,2022,6,6,2022,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,430988,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_stoiaki,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,4,21,2022,8,20,2022,4,21,2022,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,430989,2022,remont_musoroprovoda,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,3,11,2022,7,10,2022,3,1,2022,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,430990,2022,remont_kryshi,0.0,0,vostochnyi_administrativnyi_okrug,golianovo,altaiskaia_5,365,2022,5,11,2022,8,31,2022,5,23,2022,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,347440,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,2,21,2022,6,20,2022,2,18,2022,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,347441,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,2,21,2022,6,20,2022,2,18,2022,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,347442,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,4,21,2022,7,10,2022,5,6,2022,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,347444,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,5,21,2022,9,30,2022,3,28,2022,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,347445,2022,remont_podezdov_napravlennyi_na_vosstanovlenie_ikh_nadlezhashchego_sostoianiia_i_provodimyi_pri_vypolnenii_inykh_rabot_po_kapitalnomu_remontu_obshchego_imushchestva_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,5,21,2022,10,31,2022,5,21,2022,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,347446,2022,remont_fasadov,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,4,1,2022,8,31,2022,4,29,2022,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,347443,2022,remont_kryshi,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,5,11,2022,8,31,2022,5,20,2022,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,431200,2022,remont_musoroprovoda,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,2,21,2022,6,20,2022,4,11,2022,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,431198,2022,remont_vnutridomovykh_inzhenernykh_sistem_elektrosnabzheniia,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,2,21,2022,6,20,2022,3,21,2022,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,431199,2022,remont_vnutridomovykh_inzhenernykh_sistem_vodootvedeniia_kanalizatsii_vypuski_i_sbornye_truboprovody,0.0,0,vostochnyi_administrativnyi_okrug,sokolniki,korolenko_2,11079,2022,2,21,2022,6,20,2022,2,18,2022,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,347455,2022,remont_kryshi,0.0,0,vostochnyi_administrativnyi_okrug,preobrazhenskoe,deviataia_rota_2,5945,2022,5,11,2022,8,31,2022,5,2,2022,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,347505,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,novogireevo,zelionyi_prospekt_83,8416,2022,3,21,2022,7,20,2022,5,25,2022,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,347506,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,novogireevo,zelionyi_prospekt_83,8416,2022,3,21,2022,7,20,2022,5,25,2022,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,347508,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,novogireevo,zelionyi_prospekt_83,8416,2022,5,21,2022,9,30,2022,5,23,2022,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,347507,2022,remont_vnutridomovykh_inzhenernykh_sistem_teplosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,novogireevo,zelionyi_prospekt_83,8416,2022,4,21,2022,7,10,2022,6,2,2022,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,394938,2022,remont_vnutrennego_vodostoka,0.0,0,vostochnyi_administrativnyi_okrug,ivanovskoe,bolshoi_kupavenskii_proezd_4,12175,2022,11,21,2022,12,31,2022,10,10,2022,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,394251,2022,remont_podezdov_napravlennyi_na_vosstanovlenie_ikh_nadlezhashchego_sostoianiia_i_provodimyi_pri_vypolnenii_inykh_rabot_po_kapitalnomu_remontu_obshchego_imushchestva_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,bogorodskoe,prostornaia_15,20914,2022,5,1,2022,8,31,2022,5,23,2022,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,350927,2022,zamena_liftovogo_oborudovaniia,1.0,1,vostochnyi_administrativnyi_okrug,bogorodskoe,bulvar_marshala_rokossovskogo_8,21908,2022,6,23,2022,8,11,2022,6,23,2022,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,348040,2022,zamena_liftovogo_oborudovaniia,1.0,1,vostochnyi_administrativnyi_okrug,bogorodskoe,bulvar_marshala_rokossovskogo_8,21910,2022,6,23,2022,8,11,2022,6,23,2022,10,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,355250,2022,remont_podvalnykh_pomeshchenii_otnosiashchikhsia_k_obshchemu_imushchestvu_v_mnogokvartirnom_dome,0.0,0,vostochnyi_administrativnyi_okrug,veshniaki,ketcherskaia_10,10015,2022,6,21,2022,10,31,2022,8,8,2022,10,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,430556,2022,remont_vnutridomovykh_inzhenernykh_sistem_kholodnogo_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,veshniaki,ketcherskaia_10,10015,2022,6,21,2022,10,10,2022,7,20,2022,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,430557,2022,remont_vnutridomovykh_inzhenernykh_sistem_goriachego_vodosnabzheniia_razvodiashchie_magistrali,0.0,0,vostochnyi_administrativnyi_okrug,veshniaki,ketcherskaia_10,10015,2022,6,21,2022,10,10,2022,7,20,2022,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,350908,2022,zamena_liftovogo_oborudovaniia,3.0,3,vostochnyi_administrativnyi_okrug,veshniaki,ketcherskaia_8,10012,2022,7,18,2022,8,31,2022,2,18,2022,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,430564,2022,remont_vnutrennego_vodostoka,0.0,0,vostochnyi_administrativnyi_okrug,veshniaki,kosinskaia_18,11118,2022,11,11,2022,12,31,2022,9,1,2022,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
